"DIM_LOAN_ID","GRADE","SUB_GRADE","TERM","LOAN_STATUS","PURPOSE","VERIFICATION_STATUS"
775,"C","C3"," 36 months","Fully Paid","credit card","Verified"
776,"C","C3"," 36 months","Fully Paid","educational","Not Verified"
777,"C","C3"," 36 months","Fully Paid","educational","Verified"
778,"C","C3"," 36 months","Fully Paid","home improvement","Not Verified"
779,"C","C3"," 36 months","Fully Paid","home improvement","Source Verified"
780,"C","C3"," 36 months","Fully Paid","home improvement","Verified"
781,"C","C3"," 36 months","Fully Paid","house","Not Verified"
782,"C","C3"," 36 months","Fully Paid","house","Source Verified"
783,"C","C3"," 36 months","Fully Paid","major purchase","Not Verified"
784,"C","C4"," 60 months","Fully Paid","car","Verified"
785,"C","C4"," 60 months","Fully Paid","credit card","Not Verified"
786,"C","C4"," 60 months","Fully Paid","credit card","Source Verified"
787,"C","C4"," 60 months","Fully Paid","credit card","Verified"
788,"C","C4"," 60 months","Fully Paid","home improvement","Not Verified"
789,"C","C4"," 60 months","Fully Paid","home improvement","Source Verified"
790,"C","C4"," 60 months","Fully Paid","home improvement","Verified"
791,"C","C4"," 60 months","Fully Paid","house","Source Verified"
792,"C","C4"," 60 months","Fully Paid","house","Verified"
793,"C","C4"," 60 months","Fully Paid","major purchase","Not Verified"
794,"C","C4"," 60 months","Fully Paid","major purchase","Source Verified"
795,"C","C4"," 60 months","Fully Paid","major purchase","Verified"
796,"C","C4"," 60 months","Fully Paid","medical","Source Verified"
797,"C","C4"," 60 months","Fully Paid","medical","Verified"
798,"C","C4"," 60 months","Fully Paid","moving","Not Verified"
799,"C","C4"," 60 months","Fully Paid","other","Not Verified"
800,"C","C4"," 60 months","Fully Paid","other","Source Verified"
801,"C","C4"," 60 months","Fully Paid","other","Verified"
802,"C","C4"," 60 months","Fully Paid","small business","Not Verified"
803,"C","C4"," 60 months","Fully Paid","small business","Source Verified"
804,"C","C4"," 60 months","Fully Paid","small business","Verified"
805,"C","C4"," 60 months","Fully Paid","vacation","Verified"
806,"C","C4"," 60 months","Fully Paid","wedding","Source Verified"
807,"C","C4"," 60 months","Fully Paid","wedding","Verified"
808,"C","C5"," 36 months","Charged Off","Debt consolidation","Not Verified"
809,"C","C1"," 36 months","Fully Paid","small business","Not Verified"
810,"C","C1"," 36 months","Fully Paid","small business","Source Verified"
811,"C","C1"," 36 months","Fully Paid","small business","Verified"
812,"C","C1"," 36 months","Fully Paid","vacation","Not Verified"
813,"C","C1"," 36 months","Fully Paid","vacation","Source Verified"
814,"C","C1"," 36 months","Fully Paid","wedding","Not Verified"
815,"C","C1"," 36 months","Fully Paid","wedding","Source Verified"
816,"C","C1"," 36 months","Fully Paid","wedding","Verified"
817,"C","C1"," 60 months","Charged Off","Debt consolidation","Not Verified"
818,"C","C1"," 60 months","Charged Off","Debt consolidation","Source Verified"
819,"C","C2"," 36 months","Fully Paid","medical","Source Verified"
820,"C","C2"," 36 months","Fully Paid","medical","Verified"
821,"C","C2"," 36 months","Fully Paid","moving","Not Verified"
822,"C","C2"," 36 months","Fully Paid","moving","Source Verified"
823,"C","C2"," 36 months","Fully Paid","moving","Verified"
824,"C","C2"," 36 months","Fully Paid","other","Not Verified"
825,"C","C2"," 36 months","Fully Paid","other","Source Verified"
826,"C","C2"," 36 months","Fully Paid","other","Verified"
827,"C","C3"," 36 months","Fully Paid","major purchase","Source Verified"
828,"C","C3"," 36 months","Fully Paid","major purchase","Verified"
829,"C","C3"," 36 months","Fully Paid","medical","Not Verified"
830,"C","C3"," 36 months","Fully Paid","medical","Source Verified"
831,"C","C3"," 36 months","Fully Paid","medical","Verified"
832,"C","C3"," 36 months","Fully Paid","moving","Not Verified"
833,"C","C3"," 36 months","Fully Paid","moving","Source Verified"
834,"C","C3"," 36 months","Fully Paid","moving","Verified"
835,"C","C3"," 36 months","Fully Paid","other","Not Verified"
836,"C","C3"," 36 months","Fully Paid","other","Source Verified"
837,"C","C5"," 36 months","Charged Off","Debt consolidation","Source Verified"
838,"C","C5"," 36 months","Charged Off","Debt consolidation","Verified"
839,"C","C5"," 36 months","Charged Off","car","Not Verified"
840,"C","C5"," 36 months","Charged Off","car","Source Verified"
841,"C","C5"," 36 months","Charged Off","car","Verified"
842,"C","C5"," 36 months","Charged Off","credit card","Not Verified"
843,"C","C5"," 36 months","Charged Off","credit card","Source Verified"
844,"C","C5"," 36 months","Charged Off","credit card","Verified"
845,"C","C5"," 36 months","Charged Off","home improvement","Not Verified"
846,"C","C5"," 36 months","Charged Off","home improvement","Source Verified"
847,"C","C5"," 36 months","Charged Off","home improvement","Verified"
848,"C","C5"," 36 months","Charged Off","house","Not Verified"
849,"C","C5"," 36 months","Charged Off","house","Source Verified"
850,"C","C5"," 36 months","Charged Off","major purchase","Not Verified"
851,"C","C5"," 36 months","Charged Off","major purchase","Source Verified"
852,"C","C5"," 36 months","Charged Off","major purchase","Verified"
853,"C","C5"," 36 months","Charged Off","medical","Not Verified"
854,"C","C5"," 36 months","Charged Off","medical","Source Verified"
855,"C","C5"," 36 months","Charged Off","moving","Source Verified"
856,"C","C5"," 36 months","Charged Off","other","Not Verified"
857,"C","C5"," 36 months","Charged Off","other","Source Verified"
858,"C","C5"," 36 months","Charged Off","other","Verified"
859,"C","C5"," 36 months","Charged Off","small business","Not Verified"
860,"C","C5"," 36 months","Charged Off","small business","Source Verified"
861,"C","C5"," 36 months","Charged Off","small business","Verified"
862,"C","C5"," 36 months","Charged Off","vacation","Not Verified"
863,"C","C5"," 36 months","Charged Off","wedding","Not Verified"
864,"C","C5"," 36 months","Fully Paid","Debt consolidation","Not Verified"
865,"C","C1"," 60 months","Charged Off","Debt consolidation","Verified"
866,"C","C1"," 60 months","Charged Off","car","Not Verified"
867,"C","C1"," 60 months","Charged Off","credit card","Not Verified"
868,"C","C1"," 60 months","Charged Off","credit card","Source Verified"
869,"C","C1"," 60 months","Charged Off","credit card","Verified"
870,"C","C1"," 60 months","Charged Off","educational","Not Verified"
871,"C","C1"," 60 months","Charged Off","home improvement","Not Verified"
872,"C","C1"," 60 months","Charged Off","home improvement","Source Verified"
873,"C","C1"," 60 months","Charged Off","home improvement","Verified"
874,"C","C1"," 60 months","Charged Off","major purchase","Not Verified"
875,"C","C1"," 60 months","Charged Off","major purchase","Source Verified"
876,"C","C1"," 60 months","Charged Off","major purchase","Verified"
877,"C","C1"," 60 months","Charged Off","medical","Source Verified"
878,"C","C1"," 60 months","Charged Off","medical","Verified"
879,"C","C1"," 60 months","Charged Off","moving","Not Verified"
880,"C","C1"," 60 months","Charged Off","other","Not Verified"
881,"C","C1"," 60 months","Charged Off","other","Verified"
882,"C","C1"," 60 months","Charged Off","renewable_energy","Verified"
883,"C","C1"," 60 months","Charged Off","small business","Not Verified"
884,"C","C1"," 60 months","Charged Off","small business","Verified"
885,"C","C1"," 60 months","Charged Off","wedding","Source Verified"
886,"C","C1"," 60 months","Current","Debt consolidation","Not Verified"
887,"C","C2"," 36 months","Fully Paid","renewable_energy","Not Verified"
888,"C","C2"," 36 months","Fully Paid","renewable_energy","Source Verified"
889,"C","C2"," 36 months","Fully Paid","small business","Not Verified"
890,"C","C2"," 36 months","Fully Paid","small business","Source Verified"
891,"C","C2"," 36 months","Fully Paid","small business","Verified"
892,"C","C2"," 36 months","Fully Paid","vacation","Not Verified"
893,"C","C2"," 36 months","Fully Paid","vacation","Source Verified"
894,"C","C2"," 36 months","Fully Paid","vacation","Verified"
895,"C","C2"," 36 months","Fully Paid","wedding","Not Verified"
896,"C","C2"," 36 months","Fully Paid","wedding","Source Verified"
897,"C","C2"," 36 months","Fully Paid","wedding","Verified"
898,"C","C2"," 60 months","Charged Off","Debt consolidation","Not Verified"
899,"C","C2"," 60 months","Charged Off","Debt consolidation","Source Verified"
900,"C","C3"," 36 months","Fully Paid","other","Verified"
901,"C","C3"," 36 months","Fully Paid","renewable_energy","Not Verified"
902,"C","C3"," 36 months","Fully Paid","small business","Not Verified"
903,"C","C3"," 36 months","Fully Paid","small business","Source Verified"
904,"C","C3"," 36 months","Fully Paid","small business","Verified"
905,"C","C3"," 36 months","Fully Paid","vacation","Not Verified"
906,"C","C3"," 36 months","Fully Paid","vacation","Source Verified"
907,"C","C3"," 36 months","Fully Paid","vacation","Verified"
908,"C","C3"," 36 months","Fully Paid","wedding","Not Verified"
909,"C","C3"," 36 months","Fully Paid","wedding","Source Verified"
910,"C","C3"," 36 months","Fully Paid","wedding","Verified"
911,"C","C3"," 60 months","Charged Off","Debt consolidation","Not Verified"
912,"C","C3"," 60 months","Charged Off","Debt consolidation","Source Verified"
913,"C","C3"," 60 months","Charged Off","Debt consolidation","Verified"
914,"B","B5"," 60 months","Fully Paid","car","Not Verified"
915,"B","B5"," 60 months","Fully Paid","car","Source Verified"
916,"B","B5"," 60 months","Fully Paid","car","Verified"
917,"B","B5"," 60 months","Fully Paid","credit card","Not Verified"
918,"B","B5"," 60 months","Fully Paid","credit card","Source Verified"
919,"B","B5"," 60 months","Fully Paid","credit card","Verified"
920,"C","C1"," 60 months","Current","Debt consolidation","Source Verified"
921,"C","C1"," 60 months","Current","Debt consolidation","Verified"
922,"C","C1"," 60 months","Current","car","Source Verified"
923,"C","C1"," 60 months","Current","credit card","Not Verified"
924,"C","C1"," 60 months","Current","credit card","Source Verified"
925,"C","C1"," 60 months","Current","credit card","Verified"
926,"C","C1"," 60 months","Current","home improvement","Not Verified"
927,"C","C1"," 60 months","Current","home improvement","Source Verified"
928,"C","C1"," 60 months","Current","home improvement","Verified"
929,"C","C1"," 60 months","Current","house","Verified"
930,"C","C1"," 60 months","Current","major purchase","Not Verified"
931,"C","C1"," 60 months","Current","major purchase","Source Verified"
932,"C","C1"," 60 months","Current","major purchase","Verified"
933,"C","C1"," 60 months","Current","other","Not Verified"
934,"C","C1"," 60 months","Current","other","Verified"
935,"C","C1"," 60 months","Current","small business","Source Verified"
936,"C","C1"," 60 months","Current","small business","Verified"
937,"C","C1"," 60 months","Current","wedding","Not Verified"
938,"C","C1"," 60 months","Current","wedding","Source Verified"
939,"C","C1"," 60 months","Current","wedding","Verified"
940,"C","C1"," 60 months","Fully Paid","Debt consolidation","Not Verified"
941,"C","C1"," 60 months","Fully Paid","Debt consolidation","Source Verified"
942,"C","C2"," 60 months","Charged Off","Debt consolidation","Verified"
943,"C","C2"," 60 months","Charged Off","car","Not Verified"
944,"C","C2"," 60 months","Charged Off","car","Source Verified"
945,"C","C2"," 60 months","Charged Off","car","Verified"
946,"C","C2"," 60 months","Charged Off","credit card","Not Verified"
947,"C","C2"," 60 months","Charged Off","credit card","Source Verified"
948,"C","C2"," 60 months","Charged Off","credit card","Verified"
949,"C","C2"," 60 months","Charged Off","home improvement","Source Verified"
950,"C","C2"," 60 months","Charged Off","home improvement","Verified"
951,"C","C2"," 60 months","Charged Off","house","Not Verified"
952,"C","C2"," 60 months","Charged Off","house","Verified"
953,"C","C2"," 60 months","Charged Off","major purchase","Not Verified"
954,"C","C2"," 60 months","Charged Off","major purchase","Source Verified"
955,"C","C2"," 60 months","Charged Off","major purchase","Verified"
956,"C","C2"," 60 months","Charged Off","medical","Not Verified"
957,"C","C2"," 60 months","Charged Off","medical","Source Verified"
958,"C","C2"," 60 months","Charged Off","medical","Verified"
959,"C","C2"," 60 months","Charged Off","moving","Source Verified"
960,"C","C2"," 60 months","Charged Off","moving","Verified"
961,"C","C2"," 60 months","Charged Off","other","Not Verified"
962,"C","C2"," 60 months","Charged Off","other","Source Verified"
963,"C","C2"," 60 months","Charged Off","other","Verified"
964,"C","C2"," 60 months","Charged Off","small business","Not Verified"
965,"C","C2"," 60 months","Charged Off","small business","Source Verified"
966,"C","C2"," 60 months","Charged Off","small business","Verified"
967,"C","C2"," 60 months","Charged Off","wedding","Verified"
968,"C","C2"," 60 months","Current","Debt consolidation","Not Verified"
969,"C","C2"," 60 months","Current","Debt consolidation","Source Verified"
970,"C","C3"," 60 months","Charged Off","car","Not Verified"
971,"C","C3"," 60 months","Charged Off","car","Source Verified"
972,"C","C3"," 60 months","Charged Off","car","Verified"
973,"C","C3"," 60 months","Charged Off","credit card","Not Verified"
974,"C","C3"," 60 months","Charged Off","credit card","Source Verified"
975,"C","C3"," 60 months","Charged Off","credit card","Verified"
976,"C","C3"," 60 months","Charged Off","educational","Not Verified"
977,"C","C3"," 60 months","Charged Off","home improvement","Not Verified"
978,"C","C3"," 60 months","Charged Off","home improvement","Source Verified"
979,"C","C3"," 60 months","Charged Off","home improvement","Verified"
980,"C","C3"," 60 months","Charged Off","major purchase","Not Verified"
981,"C","C3"," 60 months","Charged Off","major purchase","Source Verified"
982,"C","C3"," 60 months","Charged Off","major purchase","Verified"
983,"C","C3"," 60 months","Charged Off","medical","Source Verified"
984,"C","C3"," 60 months","Charged Off","moving","Source Verified"
985,"C","C3"," 60 months","Charged Off","other","Not Verified"
986,"C","C3"," 60 months","Charged Off","other","Source Verified"
987,"C","C3"," 60 months","Charged Off","other","Verified"
988,"C","C3"," 60 months","Charged Off","small business","Not Verified"
989,"C","C3"," 60 months","Charged Off","small business","Source Verified"
990,"C","C3"," 60 months","Charged Off","small business","Verified"
991,"C","C3"," 60 months","Charged Off","wedding","Source Verified"
992,"C","C3"," 60 months","Current","Debt consolidation","Not Verified"
993,"C","C3"," 60 months","Current","Debt consolidation","Source Verified"
994,"C","C3"," 60 months","Current","Debt consolidation","Verified"
995,"C","C3"," 60 months","Current","car","Source Verified"
996,"C","C3"," 60 months","Current","credit card","Not Verified"
997,"C","C3"," 60 months","Current","credit card","Source Verified"
998,"C","C3"," 60 months","Current","credit card","Verified"
999,"C","C3"," 60 months","Current","home improvement","Source Verified"
1000,"C","C3"," 60 months","Current","home improvement","Verified"
1001,"C","C3"," 60 months","Current","other","Not Verified"
1002,"C","C3"," 60 months","Current","other","Source Verified"
1003,"C","C3"," 60 months","Current","other","Verified"
1004,"C","C3"," 60 months","Current","small business","Verified"
1005,"C","C3"," 60 months","Current","vacation","Not Verified"
1006,"C","C3"," 60 months","Current","wedding","Source Verified"
1007,"C","C3"," 60 months","Fully Paid","Debt consolidation","Not Verified"
1008,"B","B5"," 60 months","Fully Paid","home improvement","Not Verified"
1009,"B","B5"," 60 months","Fully Paid","home improvement","Source Verified"
1010,"B","B5"," 60 months","Fully Paid","home improvement","Verified"
1011,"B","B5"," 60 months","Fully Paid","house","Source Verified"
1012,"B","B5"," 60 months","Fully Paid","house","Verified"
1013,"B","B5"," 60 months","Fully Paid","major purchase","Not Verified"
1014,"B","B5"," 60 months","Fully Paid","major purchase","Source Verified"
1015,"B","B5"," 60 months","Fully Paid","major purchase","Verified"
1016,"B","B5"," 60 months","Fully Paid","medical","Not Verified"
1017,"B","B5"," 60 months","Fully Paid","medical","Source Verified"
1018,"B","B5"," 60 months","Fully Paid","medical","Verified"
1019,"B","B5"," 60 months","Fully Paid","other","Not Verified"
1020,"B","B5"," 60 months","Fully Paid","other","Source Verified"
1021,"B","B5"," 60 months","Fully Paid","other","Verified"
1022,"B","B5"," 60 months","Fully Paid","renewable_energy","Source Verified"
1023,"B","B5"," 60 months","Fully Paid","renewable_energy","Verified"
1024,"C","C1"," 60 months","Fully Paid","Debt consolidation","Verified"
1025,"C","C2"," 60 months","Current","Debt consolidation","Verified"
1026,"C","C2"," 60 months","Current","car","Not Verified"
1027,"C","C2"," 60 months","Current","credit card","Not Verified"
1028,"C","C2"," 60 months","Current","credit card","Verified"
1029,"C","C2"," 60 months","Current","home improvement","Not Verified"
1030,"C","C2"," 60 months","Current","home improvement","Source Verified"
1031,"C","C2"," 60 months","Current","home improvement","Verified"
1032,"C","C2"," 60 months","Current","house","Verified"
1033,"C","C2"," 60 months","Current","major purchase","Not Verified"
1034,"C","C2"," 60 months","Current","major purchase","Source Verified"
1035,"C","C2"," 60 months","Current","major purchase","Verified"
1036,"C","C2"," 60 months","Current","medical","Source Verified"
1037,"C","C2"," 60 months","Current","medical","Verified"
1038,"C","C2"," 60 months","Current","moving","Verified"
1039,"C","C2"," 60 months","Current","other","Not Verified"
1040,"C","C2"," 60 months","Current","other","Verified"
1041,"C","C2"," 60 months","Current","small business","Not Verified"
1042,"C","C2"," 60 months","Current","small business","Verified"
1043,"C","C2"," 60 months","Fully Paid","Debt consolidation","Not Verified"
1044,"C","C3"," 60 months","Fully Paid","Debt consolidation","Source Verified"
1045,"C","C3"," 60 months","Fully Paid","Debt consolidation","Verified"
1046,"B","B5"," 60 months","Fully Paid","small business","Not Verified"
1047,"B","B5"," 60 months","Fully Paid","small business","Source Verified"
1048,"B","B5"," 60 months","Fully Paid","small business","Verified"
1049,"B","B5"," 60 months","Fully Paid","vacation","Source Verified"
1050,"B","B5"," 60 months","Fully Paid","vacation","Verified"
1051,"B","B5"," 60 months","Fully Paid","wedding","Not Verified"
1052,"B","B5"," 60 months","Fully Paid","wedding","Source Verified"
1053,"B","B5"," 60 months","Fully Paid","wedding","Verified"
1054,"C","C1"," 36 months","Charged Off","Debt consolidation","Not Verified"
1055,"C","C1"," 36 months","Charged Off","Debt consolidation","Source Verified"
1056,"C","C1"," 36 months","Charged Off","Debt consolidation","Verified"
1057,"C","C1"," 60 months","Fully Paid","car","Not Verified"
1058,"C","C1"," 60 months","Fully Paid","car","Source Verified"
1059,"C","C1"," 60 months","Fully Paid","car","Verified"
1060,"C","C1"," 60 months","Fully Paid","credit card","Not Verified"
1061,"C","C1"," 60 months","Fully Paid","credit card","Source Verified"
1062,"C","C1"," 60 months","Fully Paid","credit card","Verified"
1063,"C","C2"," 60 months","Fully Paid","Debt consolidation","Source Verified"
1064,"C","C2"," 60 months","Fully Paid","Debt consolidation","Verified"
1065,"C","C3"," 60 months","Fully Paid","car","Not Verified"
1066,"C","C3"," 60 months","Fully Paid","car","Source Verified"
1067,"C","C3"," 60 months","Fully Paid","car","Verified"
1068,"C","C3"," 60 months","Fully Paid","credit card","Not Verified"
1069,"C","C3"," 60 months","Fully Paid","credit card","Source Verified"
1070,"C","C3"," 60 months","Fully Paid","credit card","Verified"
1071,"C","C3"," 60 months","Fully Paid","home improvement","Not Verified"
1072,"C","C3"," 60 months","Fully Paid","home improvement","Source Verified"
1073,"C","C3"," 60 months","Fully Paid","home improvement","Verified"
1074,"C","C3"," 60 months","Fully Paid","house","Not Verified"
1075,"C","C3"," 60 months","Fully Paid","major purchase","Not Verified"
1076,"C","C3"," 60 months","Fully Paid","major purchase","Source Verified"
1077,"C","C3"," 60 months","Fully Paid","major purchase","Verified"
1078,"C","C3"," 60 months","Fully Paid","medical","Not Verified"
1079,"C","C3"," 60 months","Fully Paid","medical","Source Verified"
1080,"C","C3"," 60 months","Fully Paid","medical","Verified"
1081,"C","C3"," 60 months","Fully Paid","moving","Not Verified"
1082,"C","C3"," 60 months","Fully Paid","moving","Source Verified"
1083,"C","C3"," 60 months","Fully Paid","moving","Verified"
1084,"C","C3"," 60 months","Fully Paid","other","Not Verified"
1085,"C","C3"," 60 months","Fully Paid","other","Source Verified"
1086,"C","C1"," 36 months","Charged Off","car","Source Verified"
1087,"C","C1"," 36 months","Charged Off","car","Verified"
1088,"C","C1"," 36 months","Charged Off","credit card","Not Verified"
1089,"C","C1"," 36 months","Charged Off","credit card","Source Verified"
1090,"C","C1"," 36 months","Charged Off","credit card","Verified"
1091,"C","C1"," 36 months","Charged Off","educational","Not Verified"
1092,"C","C1"," 36 months","Charged Off","educational","Source Verified"
1093,"C","C1"," 36 months","Charged Off","educational","Verified"
1094,"C","C1"," 36 months","Charged Off","home improvement","Not Verified"
1095,"C","C1"," 36 months","Charged Off","home improvement","Source Verified"
1096,"C","C1"," 36 months","Charged Off","home improvement","Verified"
1097,"C","C1"," 36 months","Charged Off","major purchase","Not Verified"
1098,"C","C1"," 36 months","Charged Off","major purchase","Source Verified"
1099,"C","C1"," 36 months","Charged Off","medical","Not Verified"
1100,"C","C1"," 36 months","Charged Off","medical","Source Verified"
1101,"C","C1"," 36 months","Charged Off","medical","Verified"
1102,"C","C1"," 36 months","Charged Off","moving","Not Verified"
1103,"C","C1"," 36 months","Charged Off","moving","Source Verified"
1104,"C","C1"," 36 months","Charged Off","other","Not Verified"
1105,"C","C1"," 36 months","Charged Off","other","Source Verified"
1106,"C","C1"," 36 months","Charged Off","other","Verified"
1107,"C","C1"," 36 months","Charged Off","small business","Not Verified"
1108,"C","C1"," 36 months","Charged Off","small business","Source Verified"
1109,"C","C1"," 36 months","Charged Off","small business","Verified"
1110,"C","C1"," 36 months","Charged Off","vacation","Source Verified"
1111,"C","C1"," 36 months","Charged Off","vacation","Verified"
1112,"C","C1"," 36 months","Charged Off","wedding","Not Verified"
1113,"C","C1"," 36 months","Charged Off","wedding","Source Verified"
1114,"C","C1"," 36 months","Charged Off","wedding","Verified"
1115,"C","C1"," 36 months","Fully Paid","Debt consolidation","Not Verified"
1116,"C","C1"," 60 months","Fully Paid","educational","Not Verified"
1117,"C","C1"," 60 months","Fully Paid","educational","Verified"
1118,"C","C1"," 60 months","Fully Paid","home improvement","Not Verified"
1119,"C","C1"," 60 months","Fully Paid","home improvement","Source Verified"
1120,"C","C1"," 60 months","Fully Paid","home improvement","Verified"
1121,"C","C1"," 60 months","Fully Paid","house","Not Verified"
1122,"C","C1"," 60 months","Fully Paid","house","Verified"
1123,"C","C1"," 60 months","Fully Paid","major purchase","Not Verified"
1124,"C","C1"," 60 months","Fully Paid","major purchase","Source Verified"
1125,"C","C1"," 60 months","Fully Paid","major purchase","Verified"
1126,"C","C1"," 60 months","Fully Paid","medical","Not Verified"
1127,"C","C1"," 60 months","Fully Paid","medical","Source Verified"
1128,"C","C1"," 60 months","Fully Paid","medical","Verified"
1129,"C","C1"," 60 months","Fully Paid","moving","Source Verified"
1130,"C","C1"," 60 months","Fully Paid","moving","Verified"
1131,"C","C1"," 60 months","Fully Paid","other","Not Verified"
1132,"C","C1"," 60 months","Fully Paid","other","Source Verified"
1133,"C","C1"," 60 months","Fully Paid","other","Verified"
1134,"C","C2"," 60 months","Fully Paid","car","Not Verified"
1135,"C","C2"," 60 months","Fully Paid","car","Source Verified"
1136,"C","C2"," 60 months","Fully Paid","car","Verified"
1137,"C","C2"," 60 months","Fully Paid","credit card","Not Verified"
1138,"C","C2"," 60 months","Fully Paid","credit card","Source Verified"
1139,"C","C3"," 60 months","Fully Paid","other","Verified"
1140,"C","C3"," 60 months","Fully Paid","small business","Not Verified"
1141,"C","C3"," 60 months","Fully Paid","small business","Source Verified"
1142,"C","C3"," 60 months","Fully Paid","small business","Verified"
1143,"C","C3"," 60 months","Fully Paid","vacation","Source Verified"
1144,"C","C3"," 60 months","Fully Paid","vacation","Verified"
1145,"C","C3"," 60 months","Fully Paid","wedding","Not Verified"
1146,"C","C3"," 60 months","Fully Paid","wedding","Source Verified"
1147,"C","C3"," 60 months","Fully Paid","wedding","Verified"
1148,"C","C4"," 36 months","Charged Off","Debt consolidation","Not Verified"
1149,"C","C4"," 36 months","Charged Off","Debt consolidation","Source Verified"
1150,"C","C4"," 36 months","Charged Off","Debt consolidation","Verified"
1151,"C","C4"," 36 months","Charged Off","car","Source Verified"
1152,"C","C4"," 36 months","Charged Off","credit card","Not Verified"
1153,"C","C4"," 36 months","Charged Off","credit card","Source Verified"
1154,"C","C4"," 36 months","Charged Off","credit card","Verified"
1155,"C","C4"," 36 months","Charged Off","educational","Verified"
1156,"C","C4"," 36 months","Charged Off","home improvement","Not Verified"
1157,"C","C1"," 60 months","Fully Paid","small business","Not Verified"
1158,"C","C1"," 60 months","Fully Paid","small business","Source Verified"
1159,"C","C1"," 60 months","Fully Paid","small business","Verified"
1160,"C","C1"," 60 months","Fully Paid","vacation","Not Verified"
1161,"C","C1"," 60 months","Fully Paid","vacation","Verified"
1162,"C","C1"," 60 months","Fully Paid","wedding","Not Verified"
1163,"C","C1"," 60 months","Fully Paid","wedding","Source Verified"
1164,"C","C1"," 60 months","Fully Paid","wedding","Verified"
1165,"C","C2"," 36 months","Charged Off","Debt consolidation","Not Verified"
1166,"C","C2"," 36 months","Charged Off","Debt consolidation","Source Verified"
1167,"C","C2"," 36 months","Charged Off","Debt consolidation","Verified"
1168,"C","C2"," 60 months","Fully Paid","credit card","Verified"
1169,"C","C2"," 60 months","Fully Paid","home improvement","Not Verified"
1170,"C","C2"," 60 months","Fully Paid","home improvement","Source Verified"
1171,"C","C2"," 60 months","Fully Paid","home improvement","Verified"
1172,"C","C2"," 60 months","Fully Paid","house","Not Verified"
1173,"C","C2"," 60 months","Fully Paid","house","Source Verified"
1174,"C","C2"," 60 months","Fully Paid","house","Verified"
1175,"C","C2"," 60 months","Fully Paid","major purchase","Not Verified"
1176,"C","C2"," 60 months","Fully Paid","major purchase","Source Verified"
1177,"C","C2"," 60 months","Fully Paid","major purchase","Verified"
1178,"C","C2"," 60 months","Fully Paid","medical","Not Verified"
1179,"C","C2"," 60 months","Fully Paid","medical","Verified"
1180,"C","C2"," 60 months","Fully Paid","moving","Not Verified"
1181,"C","C2"," 60 months","Fully Paid","moving","Verified"
1182,"C","C2"," 60 months","Fully Paid","other","Not Verified"
1183,"C","C4"," 36 months","Charged Off","home improvement","Source Verified"
1184,"C","C4"," 36 months","Charged Off","home improvement","Verified"
1185,"C","C4"," 36 months","Charged Off","house","Not Verified"
1186,"C","C4"," 36 months","Charged Off","major purchase","Not Verified"
1187,"C","C4"," 36 months","Charged Off","major purchase","Verified"
1188,"C","C4"," 36 months","Charged Off","medical","Not Verified"
1189,"C","C4"," 36 months","Charged Off","moving","Not Verified"
1190,"C","C4"," 36 months","Charged Off","other","Not Verified"
1191,"C","C4"," 36 months","Charged Off","other","Source Verified"
1192,"C","C4"," 36 months","Charged Off","other","Verified"
1193,"C","C4"," 36 months","Charged Off","renewable_energy","Verified"
1194,"C","C4"," 36 months","Charged Off","small business","Not Verified"
1195,"C","C4"," 36 months","Charged Off","small business","Verified"
1196,"C","C4"," 36 months","Charged Off","wedding","Source Verified"
1197,"C","C4"," 36 months","Charged Off","wedding","Verified"
1198,"C","C4"," 36 months","Fully Paid","Debt consolidation","Not Verified"
1199,"C","C2"," 36 months","Charged Off","car","Not Verified"
1200,"C","C2"," 36 months","Charged Off","car","Source Verified"
1201,"C","C2"," 36 months","Charged Off","car","Verified"
1202,"C","C2"," 36 months","Charged Off","credit card","Not Verified"
1203,"C","C2"," 36 months","Charged Off","credit card","Source Verified"
1204,"C","C2"," 36 months","Charged Off","credit card","Verified"
1205,"C","C2"," 36 months","Charged Off","educational","Not Verified"
1206,"C","C2"," 36 months","Charged Off","educational","Verified"
1207,"C","C2"," 36 months","Charged Off","home improvement","Not Verified"
1208,"C","C2"," 36 months","Charged Off","home improvement","Source Verified"
1209,"C","C2"," 36 months","Charged Off","home improvement","Verified"
1210,"C","C2"," 36 months","Charged Off","house","Not Verified"
1211,"C","C2"," 36 months","Charged Off","house","Source Verified"
1212,"C","C2"," 36 months","Charged Off","house","Verified"
1213,"C","C2"," 36 months","Charged Off","major purchase","Not Verified"
1214,"C","C2"," 36 months","Charged Off","major purchase","Source Verified"
1215,"C","C2"," 36 months","Charged Off","major purchase","Verified"
1216,"C","C2"," 36 months","Charged Off","medical","Not Verified"
1217,"C","C2"," 36 months","Charged Off","medical","Source Verified"
1218,"C","C2"," 36 months","Charged Off","medical","Verified"
1219,"C","C2"," 36 months","Charged Off","moving","Not Verified"
1220,"C","C2"," 36 months","Charged Off","moving","Source Verified"
1221,"C","C2"," 36 months","Charged Off","other","Not Verified"
1222,"C","C2"," 36 months","Charged Off","other","Source Verified"
1223,"C","C2"," 36 months","Charged Off","other","Verified"
1224,"C","C2"," 36 months","Charged Off","renewable_energy","Not Verified"
1225,"C","C2"," 36 months","Charged Off","renewable_energy","Source Verified"
1226,"C","C2"," 36 months","Charged Off","small business","Not Verified"
